"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.weight","p.GS.weight","MM.magenta","p.MM.magenta","MM.purple","p.MM.purple","MM.midnightblue","p.MM.midnightblue","MM.green","p.MM.green","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.cyan","p.MM.cyan","MM.blue","p.MM.blue","MM.grey60","p.MM.grey60","MM.lightcyan","p.MM.lightcyan","MM.royalblue","p.MM.royalblue","MM.grey","p.MM.grey","MM.darkgreen","p.MM.darkgreen","MM.pink","p.MM.pink","MM.salmon","p.MM.salmon","MM.greenyellow","p.MM.greenyellow","MM.lightgreen","p.MM.lightgreen","MM.darkred","p.MM.darkred","MM.brown","p.MM.brown"
"MMT00076754","MMT00076754","Casp12",12364,"magenta",0.335797004495267,7.29295733732035e-05,0.582360876080094,1.5724515055335e-13,0.599919130495168,1.85940721013545e-14,0.228496329205943,0.00791951308494799,0.418399404033184,4.8870707822769e-07,-0.463753147739053,1.66866950673257e-08,-0.360802317452633,1.84703019547321e-05,0.341046877356802,5.51872452095531e-05,0.272157666452434,0.00146661906290931,8.05106298067924e-05,0.999263355975113,0.15515665621785,0.0734381011228053,-0.389893287475242,3.21309515428623e-06,0.11428707980635,0.188547910578399,-0.269244456172711,0.00165613953871964,0.119663346109522,0.168456671838012,0.0882892007382394,0.310378086883968,0.243758205739939,0.00453670722440086,-0.0691357486593873,0.427337049404012,-0.0646895190359433,0.457725071323023,-0.272294053200547,0.00145825087077272
"MMT00075556","MMT00075556","Tm4sf2",21912,"magenta",0.335007256865652,7.602010804849e-05,0.508889712136249,3.4244174607413e-10,0.360746461918779,1.85294703716982e-05,0.385377574271908,4.26240688221149e-06,0.249788586800653,0.00360609143133618,-0.304596622564609,0.0003457770181902,-0.46045553762824,2.16947301804354e-08,0.239302156767772,0.00535689096385602,0.102619814558257,0.238040403112884,0.023296107753053,0.78932922841064,0.179373590384823,0.0380981428610992,-0.323151879151811,0.000139864513035106,0.0406724706348046,0.64078600121397,-0.0673170345169803,0.439624361304193,0.249871867550897,0.00359453996088075,0.0741655556463656,0.394403463629211,0.144124498006267,0.0966296557711851,0.0565932147130639,0.516017102544744,-0.0601105820713855,0.490234714176713,-0.224864672930095,0.00899741874109138
"MMT00057508","MMT00057508","Dok4",114255,"magenta",0.334198104957235,7.93132344586351e-05,0.649380859840181,2.11995541513313e-17,0.454681902811763,3.41228402524713e-08,0.267272705660587,0.00179677619212693,0.557646702505813,2.57800759582331e-12,-0.155604491874989,0.0726012995535111,0.109496751393222,0.207874248763073,-0.116766826097591,0.179074069498688,0.0336927324101206,0.699143159954175,0.0512860303071086,0.556193883511646,-0.0442484994765799,0.611689397305266,0.0357702176129789,0.681569541996502,-0.0834152833223929,0.337948507100816,-0.105015558614312,0.227202583215615,-0.18759713824619,0.0299646131964211,-0.051768174635527,0.552482533013248,-0.367723606372186,1.23690872060155e-05,0.291912794688176,0.000620867890581826,0.0452946729064259,0.603287752483165,0.149413873301489,0.0848753591834728
"MMT00075402","MMT00075402","Thbs2",21826,"magenta",0.332195792595232,8.80443175104991e-05,0.814867355822375,4.63190430356194e-33,0.575158126992581,3.64008418241142e-13,0.224096039160242,0.00924149924315848,0.561903297688304,1.61881383207937e-12,-0.357711667603946,2.20263866914599e-05,-0.203982607225644,0.0180758903379713,0.2635272893906,0.00209417033123067,0.270470557405736,0.00157381385415246,0.00916398917680378,0.916305019083934,0.0856540299707765,0.325096948984359,-0.267010782671682,0.00181625294514561,0.0711159304115684,0.414186523210115,-0.136851480510138,0.114851507930748,-0.0466735923058224,0.592293004936349,0.0193628808649636,0.824265256267656,-0.0814533573435912,0.349472486013978,-0.0330087220772875,0.704964866293734,-0.0880072241915819,0.311931966735416,-0.141734602310466,0.102346353854547
"MMT00043537","MMT00043537","Col6a3",12835,"magenta",0.332029205887848,8.88097734401516e-05,0.769318585860025,1.84734256195844e-27,0.574351283673827,3.99387280772341e-13,0.104884932450795,0.227784389261341,0.576306216719081,3.18861022404506e-13,-0.199265584392263,0.0209849793598999,0.0125001839279159,0.886013735631776,0.0645674800220666,0.458575714768807,0.167467109908134,0.053101836353379,0.0197618676661752,0.820704373287427,-0.00760433796189243,0.930510041048119,-0.00946617811645819,0.913555648454901,0.0444457838637567,0.610101124441763,-0.202667656473691,0.0188494609360216,-0.174263614500273,0.0440321975169338,-0.0669374993539212,0.442213566330579,-0.232087900026529,0.00696757647824624,-0.0506643261447363,0.560997182983862,-0.104694450485961,0.228634671515123,0.0317284508972746,0.715907232424882
"MMT00020374","MMT00020374","Thbd",21824,"magenta",0.332010216588755,8.88974216149311e-05,0.528408204863304,5.30918286436826e-11,0.370429536400372,1.05477552203275e-05,0.300124625699712,0.000426327207326108,0.382177368952498,5.19443132044327e-06,-0.272017656828773,0.00147525502508362,-0.260936110812273,0.00232531558463508,0.150620708615329,0.0823605830865254,0.0162236222537932,0.852401790167915,0.00241078637028191,0.977944924469543,0.1927195781561,0.0256846465199873,-0.23160351703948,0.00708973042109924,0.117304038327443,0.177068602213559,-0.0669464001218573,0.442152746308643,0.140892406884904,0.104423147759289,0.144394777606744,0.0959993565147869,-0.0640814059359088,0.461972456683855,0.15053063507979,0.082546189980738,0.0189162718059982,0.82825540146118,-0.162257790514095,0.0610538514179697
"MMT00039183","MMT00039183","Akap12",83397,"magenta",0.331847089118329,8.96536972985415e-05,0.66058066078628,3.82460172654804e-18,0.404764764883614,1.22940731197863e-06,0.407079006769374,1.05422614547553e-06,0.441498910012105,9.3053880298882e-08,-0.127200104466396,0.143027621610558,-0.000684520458438989,0.993736940595139,-0.000377284989582958,0.99654798483375,0.118078208309903,0.174207711620992,0.0883186092511267,0.310216317657527,-0.00259672252719174,0.976244366998835,-0.0275275945550358,0.752207889103285,-0.00174121792383624,0.984069510943894,-0.109404945862429,0.208258009746178,-0.179769895192744,0.037667459435627,-0.0189217383527745,0.828206534903605,-0.285651642291265,0.000820839423906619,0.0947928718795916,0.275941421495942,-0.105645558299903,0.224411286563469,0.108011975082993,0.214143239658696
"MMT00071664","MMT00071664","Peg12",27412,"magenta",0.33141103015383,9.17049099481609e-05,0.680365189712075,1.54246764504049e-19,0.445069331505346,7.12110968534191e-08,0.279605045638359,0.00106846074413641,0.419645709559661,4.48267886717823e-07,-0.316458101094701,0.000195196630001574,-0.11770963884151,0.175565448847626,0.168972289228418,0.0509704467411883,0.265301852695413,0.00194810931820284,-0.0250815808149887,0.773602834173493,0.0384559548332349,0.659102549338127,-0.195463681547359,0.0236150073781574,0.0450763229650566,0.605037044533055,-0.192894930699976,0.0255479033015884,-0.106343682335983,0.221346556983373,-0.0761987613306532,0.381533737043122,-0.156518551431055,0.0709172836536928,-0.00898905673545354,0.917897041171223,-0.155779098108471,0.0722771376349543,-0.111776396657273,0.198507056939783
"MMT00058752","MMT00058752","5430416O09Rik",71406,"magenta",0.331409698197226,9.17112420348858e-05,0.562595856606794,1.49983723207153e-12,0.269558898892398,0.00163466116862159,0.130085001675793,0.134105097847025,0.284351594722809,0.000869142641517236,-0.332117535636745,8.84031329380611e-05,-0.131624982501988,0.129519751169754,0.258788601215587,0.00253412465996059,0.312107388475959,0.000241414593819652,-0.101563695629559,0.242930861743422,0.00514532753132959,0.952949041870406,-0.23233515210836,0.0069059466440921,0.183295795793034,0.0340129020454598,-0.120072800632752,0.16699428577878,-0.0542149464542566,0.533835616358575,0.0198066626582935,0.820304812891736,-0.0881703605726394,0.311032358959079,-0.0694600383506076,0.425167102611649,-0.0427469058182237,0.623837021995578,-0.188262423119631,0.0293765836486779
"MMT00049553","MMT00049553","Bok",51800,"magenta",0.330596585493382,9.56538749090003e-05,0.655718299796322,8.11599643205837e-18,0.581099849895382,1.82408271090462e-13,0.19689210723694,0.0225954670880786,0.528273586103929,5.38008553952564e-11,-0.269542841337211,0.00163575182857602,-0.0336832252449591,0.699223957964781,0.0132740317451011,0.879009349580479,0.0494019351796687,0.570811064870943,0.0779527949368127,0.370638406061712,0.108447462904259,0.212290723814242,0.0730417203420188,0.401627156498525,0.0959537750883763,0.270076639664288,-0.0897335053926053,0.302498333783886,-0.105798021022674,0.223739437354574,-0.13817170162314,0.111358909274423,-0.198336524990566,0.0216032000760305,0.0322398850245555,0.711528979452115,-0.110031527557796,0.205648879485314,0.0468925630049855,0.590555448853861
"MMT00004428","MMT00004428","Timp1",21857,"magenta",0.329185241673253,0.000102875142221622,0.577385316805192,2.81412208473468e-13,0.503420382628372,5.65452178994973e-10,-0.0131899697076887,0.879769783441842,0.508491916907394,3.55270056555269e-10,-0.340708657462942,5.61957855685853e-05,-0.227311188177623,0.00825798321694612,0.0327190422899506,0.707435552555964,0.0326629121730876,0.707914641151045,-0.031189783990522,0.72052862291979,0.0178915078554059,0.837427380716327,-0.0672223128868763,0.440269749460677,-0.0849955639193287,0.32884382098623,-0.144122471286298,0.0966343944677691,0.127699719103909,0.141450969530989,-0.125103371944505,0.149790004635572,-0.0291024007197265,0.738531076666266,-0.0516605201238335,0.553310170816837,-0.0877866919509323,0.313150773685031,-0.102158571264479,0.24016771438525
"MMT00031029","MMT00031029","AU041783",226250,"magenta",0.328095354562352,0.000108796295282048,0.710833536696758,6.5075762455558e-22,0.500409736609326,7.42436327954414e-10,0.396552959240522,2.10175042868358e-06,0.436824922399474,1.3147223378242e-07,-0.269001677073126,0.00167289809919581,-0.075918464329261,0.383292655151852,0.120526152777522,0.165386143253686,0.322221158856393,0.000146567792191968,0.150820359444321,0.0819503719468478,-0.0979548198335735,0.260167167649791,-0.084106870951717,0.333944450170561,-0.0633968949544342,0.466779354071356,-0.012291883919757,0.887900664915565,-0.222693261040902,0.00970204570518694,0.0503261911591829,0.563617927369995,-0.0422966171636928,0.627499776655816,-0.086167182410848,0.322196072168303,-0.0952964062329084,0.273387147708317,0.103520418370807,0.233924701696305
"MMT00053210","MMT00053210","Polydom",64817,"magenta",0.328078717185437,0.000108889097988211,0.685254922275431,6.70827253248572e-20,0.47382755759314,7.35503111458609e-09,0.187147847294532,0.0303673642181527,0.463643785665813,1.68333224681674e-08,-0.260994366244462,0.00231987482218318,-0.144124699984133,0.0966291835345516,0.147716805530994,0.0885151284823802,0.198796833565099,0.0212949668563412,-0.0188450753775692,0.828891900555759,0.0533850194042979,0.540125135234836,-0.150347436800784,0.0829247252601264,0.0594909179835255,0.494726596143337,-0.223031320389383,0.00958924575887894,-0.0254163001778177,0.770664622830083,0.0168310746506564,0.846941647573036,-0.138746077189487,0.109865530617525,0.0669600440768736,0.442059524703924,-0.159263484865556,0.0660496640506412,-0.1069753752642,0.218599115890221
"MMT00029369","MMT00029369","Cxcl5",20311,"magenta",0.327820531668241,0.000110338743372389,0.608354813976334,6.35985433291645e-15,0.36813027218024,1.20776045976737e-05,0.196785061980741,0.0226705375757921,0.459867393120632,2.27278072923532e-08,-0.238089832617732,0.00560181593736627,-0.147838111921749,0.0882508971563357,0.10075377686845,0.246728266979961,0.105188369267775,0.226434498856995,0.10063468046213,0.247290113525601,0.090175683088917,0.300112463818765,-0.0850514523851675,0.328524728086923,-0.0504402643464818,0.562733141580488,0.00132184670543917,0.987906022415953,-0.0169344097468583,0.846013525465502,-0.112753090425766,0.194588547201732,-0.0631172195684679,0.46875120652293,-0.0487167239796735,0.576171547599303,-0.0921719330363975,0.289495996988456,-0.0146062851068086,0.866972827580894
"MMT00016457","MMT00016457","E230026N22Rik",317757,"magenta",0.324317270644552,0.000131873487081178,0.64562355295216,3.70612800123904e-17,0.398386074761918,1.86694981259225e-06,0.279174050779719,0.00108848698144886,0.609822770414845,5.25959155450228e-15,-0.177290237656381,0.0404308754890882,-0.039558172934177,0.649968045698039,-0.0942251722658617,0.278840426654371,0.0147904446721074,0.865311331297957,-0.0246259280060289,0.777607767808206,-0.0308431599596594,0.723507775967614,0.00701112971767309,0.93591887069097,-0.12347276766635,0.155213583349761,-0.142956181795242,0.0993919285979674,-0.0167824227476412,0.847378695850449,-0.148042937924132,0.0878061694830484,-0.262409467257438,0.00219120188133531,0.0847089393366747,0.330483412241099,-0.196275518932817,0.023030822768468,0.00166546701874981,0.984762474534684
"MMT00078258","MMT00078258","Serpina3c",16625,"magenta",-0.321825765237746,0.000149505026716534,-0.659467864851752,4.54883439519072e-18,-0.624298677614168,7.65720338599092e-16,-0.250540882106636,0.00350294470500477,-0.480271704141307,4.29439216156242e-09,0.0422228956328367,0.628100313579883,-0.135018926866321,0.119839940758619,0.197929296269721,0.021879082972842,-0.0517284746822923,0.552787672627133,-0.10661306146007,0.22017196121899,0.146816065692842,0.0904969038633427,-0.183019199086631,0.0342883311489108,-0.0826305675349066,0.342528502527207,0.188572388531561,0.0291059816841699,0.200307533621411,0.0203098270148689,0.0465273889655066,0.593454433605854,0.249844473080166,0.0035983360381,0.0110098278315188,0.899527876627548,0.131632035558343,0.129499030906604,-0.247641090849207,0.00391572520795842
"MMT00014630","MMT00014630","Cnr2",12802,"magenta",0.321671661502572,0.000150664571431874,0.555046308118285,3.41458235779704e-12,0.321723134857801,0.000150276335478799,0.394984305846946,2.32468291622983e-06,0.248332994495786,0.00381345244575801,-0.318210896729535,0.000179015668092839,-0.516412539585175,1.69289639619157e-10,0.427034758500984,2.66697994543828e-07,0.164638746291805,0.057305999026361,0.16304023292401,0.0598006778775682,0.296556985376621,0.000502646424978258,-0.385138002812622,4.32628899741798e-06,0.0978369483328324,0.260743896545666,-0.0307866281310871,0.723994048346148,0.226773351173366,0.008415763206422,0.0246933990365558,0.777014363757082,0.222307632825776,0.00983214404238459,-0.0438580744594063,0.614837903673167,-0.0860566504379507,0.322819499705464,-0.20572580009561,0.0170928609160643
"MMT00053545","MMT00053545","Daf1",13136,"magenta",0.320761429058095,0.000157686040679829,0.450840170610868,4.59112662094621e-08,0.333658127310996,8.15845174788059e-05,0.229016413712818,0.00777489863853003,0.374177165521093,8.4395731545732e-06,-0.234483159239218,0.00639058138580741,-0.388504722193793,3.50636037918673e-06,0.126051722792116,0.1467021082133,-0.0396572056187048,0.649149838558319,0.00983553861082075,0.910196530340874,0.259052152439658,0.0025076167942824,-0.297515079337331,0.000481000733976473,0.135260128177397,0.119173934107193,-0.0162198661448166,0.852435574345948,0.299434433011056,0.000440200559913449,-0.0419336467745487,0.630458888786906,0.10844596469815,0.212297077331526,0.0942755554774629,0.278582315500818,0.371299532958094,1.0018118378371e-05,-0.249715915754215,0.00361619853881396
"MMT00053489","MMT00053489","Nnmt",18113,"magenta",-0.320672493886167,0.000158388162586099,-0.578452518224918,2.48591938178017e-13,-0.478345202024092,5.04974104438412e-09,-0.217833991329256,0.0114575138262216,-0.387511365586639,3.7315349006447e-06,0.154318399847551,0.0750253732962494,0.0650730905711826,0.455057187199758,0.0945602084281854,0.277127069414217,0.0363409770914605,0.676770715258,-0.0661559517198244,0.447572395364692,0.0705032877615805,0.418229622909907,-0.0482667294637728,0.579704630950842,-0.0233704718987267,0.78867248645602,0.0589203730069206,0.498881569932269,0.0223692360196376,0.797527111056623,-0.0461920630633451,0.596122123677974,0.0770538382696276,0.376198289930204,-0.126820029005838,0.144235940972145,0.0768737913920218,0.377317932938665,-0.116479083470288,0.180155084824876
"MMT00060423","MMT00060423","Plxnd1",67784,"magenta",0.320327170205892,0.000161142073286934,0.577331118371877,2.83186689736544e-13,0.322231192129188,0.000146493962268266,0.220520871232993,0.0104552020300667,0.366921200630952,1.29637925182193e-05,0.120512426195526,0.165434664790148,0.144188472889986,0.0964801698051249,-0.12814160512347,0.140067527373874,-0.143164436797932,0.0988950373556539,0.406437792188837,1.10022622821569e-06,0.258445549753522,0.0025690080848983,0.306953570992253,0.00030922700480188,-0.00321629213946283,0.97057864527855,-0.0645762125870854,0.458514817445095,-0.267670379131465,0.0017675675501998,-0.0709041955787747,0.415581263186901,-0.324543843748442,0.000130370130210858,0.0446608580317917,0.608371697624374,-0.00068657887369353,0.993718107390209,0.406799682809547,1.07403501877395e-06
"MMT00076371","MMT00076371","Tulp3",22158,"magenta",0.319203728952734,0.000170412580114237,0.76106779382773,1.39454991951603e-26,0.411964264138877,7.59183063390725e-07,0.205582248489447,0.0171720232853823,0.504697163664535,5.03377259892405e-10,-0.213343402450146,0.0133215341291612,0.264084435526175,0.00204727742137221,-0.0822522711477976,0.344750378713429,0.282404212334853,0.000946386396340618,-0.110302925370392,0.204526078151319,-0.238388955159203,0.00554047387653407,0.0571762684454523,0.511695761254091,0.0173377672726877,0.842392732231843,-0.22800906652336,0.00805715675712168,-0.40591477864506,1.13915413954146e-06,0.000296592344896292,0.997286288860413,-0.450741760866353,4.62593685937815e-08,0.060192219172858,0.489644556004062,-0.223295012601667,0.00950206391557537,0.0945920992450903,0.276964351879924
"MMT00055132","MMT00055132","1110039C07Rik",68792,"magenta",0.318964341170121,0.0001724510170501,0.766032093229668,4.1739993106567e-27,0.45428725730088,3.51849674150291e-08,0.115803322290485,0.182712672197128,0.55627713479922,2.990188517244e-12,-0.207712725087793,0.0160292403420575,-0.0339992462196522,0.696540017667294,0.0554827293739907,0.524298992178713,0.159338183994054,0.0659211028892318,0.0221935813904819,0.799083241096191,-0.0739042209925499,0.396076276215331,-0.0363052254460735,0.677070929527492,0.0246638375138645,0.777274339935867,-0.169489583321093,0.0502544950749047,-0.156972401639159,0.0700929748026803,-0.0697289419153276,0.423372600406181,-0.18745284826218,0.03009345917213,-0.0492898240984873,0.571686513760421,-0.0537113017993567,0.537648070692757,0.0513736290896622,0.555518690962333
"MMT00077649","MMT00077649","Lox",16948,"magenta",0.31813381442428,0.000179700212673103,0.638630121354163,1.02698733956826e-16,0.467455862785059,1.23862433986007e-08,0.169872132875774,0.0497304105541009,0.465767508947176,1.41954001192788e-08,-0.350847005579038,3.23578884687878e-05,-0.266949215226077,0.0018208588894222,0.258538451189973,0.00255951873168703,0.238645251165769,0.00548839184002331,0.0626164751947019,0.472293062388271,0.0993040191617742,0.253627871906082,-0.222398766700935,0.0098012605673749,0.0420688811556358,0.629355703624176,-0.142283708893639,0.101009887926629,0.0336000592079036,0.699930899978595,0.0662201616201066,0.447130756854949,0.0974727136016254,0.262531568518299,-0.0237614003737946,0.785222479458503,-0.0209371532077142,0.810236640169689,-0.128907168324714,0.137695119678256
"MMT00079156","MMT00079156","Ms4a4d",66607,"magenta",0.314437683717328,0.000215529385994103,0.66762066329168,1.25494065474213e-18,0.432615176496787,1.78693712253109e-07,0.0714467701753597,0.412012704374522,0.537691688909402,2.09663596687202e-11,-0.168497706359423,0.0516346920890053,-0.257964201964355,0.00261868621360893,0.0557879467646043,0.5220160193712,-0.0141082201445385,0.871469284511559,0.114234488835027,0.188752716477952,-0.00864918307352097,0.920991082350095,-0.00767155797147602,0.92989732933845,0.0772812122101416,0.374787237932915,-0.167129824767796,0.0535894048204009,0.111741239788175,0.198649162603622,0.0325500022506761,0.708878709747996,0.126113592417782,0.146502341641226,-0.0767644229392298,0.377999044094095,-0.140598990255673,0.105154414156049,0.0449701715202607,0.605888279062091
"MMT00014730","MMT00014730","Pam",18484,"magenta",0.312039503393532,0.000242210191118035,0.785662024287027,2.59956775325767e-29,0.458414930843848,2.54852001886066e-08,0.222325641902082,0.00982603433413512,0.496729868251762,1.03195240296099e-09,-0.291828380760137,0.000623235857731008,-0.0198916372185505,0.819546987310204,0.0647690157810293,0.457171429727757,0.144147198415438,0.0965765922454779,-0.0376094947203389,0.666151864884805,0.0934322350652623,0.282923795591099,-0.129846209101471,0.134827090007021,0.0142795316518905,0.869922238650184,-0.14826721429298,0.0873212617598527,-0.153714284984872,0.0761863713837053,-0.0209104252507812,0.810474328962346,-0.264361204274767,0.0020243386954224,0.00725326538371062,0.933710728011666,-0.128341373665977,0.139445486740662,-0.0865674946811111,0.319944717098389
"MMT00043411","MMT00043411","Sytl2",83671,"magenta",0.311801194565117,0.000245022405426117,0.649141707384869,2.19719803799493e-17,0.47359993831973,7.4946372866275e-09,0.174038667842406,0.0443102213084058,0.483920892221744,3.15074047137558e-09,-0.344980569802181,4.46371551396445e-05,-0.371019067349108,1.01860546242468e-05,0.240889663664991,0.00505064046338518,0.140837001017348,0.104560926164521,-0.0263637392309633,0.762365623787058,0.121680944315342,0.161341926102614,-0.307951690618327,0.000294854807789194,0.141055492313724,0.104018428502453,-0.114587067689699,0.187382760319407,0.201280000344084,0.0196966821805545,0.0609932932092815,0.483873665320585,0.152164095942824,0.0792319199649029,-0.0398814505758898,0.647298675991506,-0.0222609451722238,0.798486369559171,-0.250888214488719,0.00345622396604823
"MMT00021743","MMT00021743","Cfh",12628,"magenta",-0.311416528346384,0.000249625695506067,-0.553657325009898,3.96369591996303e-12,-0.340754020222169,5.60595229984522e-05,-0.237132717082364,0.00580218516450705,-0.296169473916981,0.000511653492870055,-0.0893969821089944,0.30432245703138,-0.315839764761673,0.000201221798530555,0.267013954440024,0.00181601594777844,-0.153982353309911,0.0756694176423443,-0.0915353086696375,0.292854190244262,0.299179890479137,0.000445421335388322,-0.360885920810308,1.83820722909347e-05,0.0309008767587442,0.723011424584941,0.0787490133950574,0.36575629711949,0.398248526810551,1.88366539190091e-06,0.00916129512176539,0.916329534593365,0.498356212893506,8.92624332829064e-10,0.0331203990425118,0.704013189966088,0.0614773404972939,0.48040437667598,-0.383422403517004,4.81096947734464e-06
"MMT00041665","MMT00041665","Upp1",22271,"magenta",0.311077167475167,0.000253753259099585,0.621992644844045,1.04783511939055e-15,0.452168340483855,4.14518688883205e-08,0.173789484872044,0.0446199082611368,0.414964749423573,6.18936311267681e-07,-0.264682967351653,0.00199796405584432,-0.120268873630444,0.166297350661151,0.0213913309029288,0.806200349099296,0.17477154006758,0.0434097764696439,-0.123975533951041,0.15352583588984,-0.0281966597350466,0.746387537148974,-0.177408091388015,0.0402957922545377,0.00592425880337789,0.945836293532712,-0.177950520775292,0.0396789315554284,0.023450543562739,0.787965504918368,-0.0296938494856471,0.733415279372819,-0.206030684740427,0.016925779879564,0.171964919169632,0.0469429265201197,-0.134398745357269,0.12156562147021,-0.146273987847904,0.0917064704600499
"MMT00068530","MMT00068530","P4ha1",18451,"magenta",0.310118409490231,0.000265758766294854,0.593466129623977,4.13689134133317e-14,0.423450917924012,3.4361453172674e-07,0.284814064035031,0.000851668786174586,0.482492682304941,3.55824946279454e-09,-0.188415282669412,0.0292428699765553,-0.196463618709876,0.0228972537617314,-0.00499008371781195,0.954367099149695,0.00461496071060842,0.957794199237852,-0.0774482695110763,0.373752566830038,-0.0460568184493417,0.597199590726381,-0.133610832226675,0.123785654695417,0.0333912752976177,0.701706772169655,0.0158640046175391,0.855637562577165,0.103926342609368,0.232086048636327,0.049530544267773,0.56980756491875,-0.0520432592980824,0.55037043980882,0.0257628919256864,0.767625619361365,-0.111007210374046,0.201632954063199,-0.0990672196206322,0.254767329206055
"MMT00081171","MMT00081171","Cmya4",217012,"magenta",0.30929056559953,0.000276546225249671,0.52117761493155,1.0738251184283e-10,0.15800553331308,0.0682455120705795,0.157416950003699,0.069293113073539,0.230920771148949,0.00726513563790801,0.0457321699702203,0.599789567211451,0.220341620855728,0.0105195845910202,-0.230820651215562,0.00729117866133338,-0.0324794058298046,0.709481723723063,-0.0345066288218837,0.692238716106256,-0.0921080842705109,0.289831637721231,0.244793922410826,0.00436298327955274,-0.0205270898222627,0.813885179601015,-0.0863164320702267,0.321355500576424,-0.224275654115729,0.00918394519585439,0.00987375954584206,0.909849022802242,-0.417689556076857,5.13270241940666e-07,0.12105288657425,0.163532202172337,-0.190287461204345,0.0276467414207394,0.155784309201474,0.0722674811130399
"MMT00075171","MMT00075171","2810004A10Rik",69933,"magenta",0.308081411299095,0.000293033028388076,0.660508375534624,3.86801515402519e-18,0.521611919646284,1.02982174094526e-10,0.18482175877645,0.0325267708306459,0.436871185179684,1.31026572824943e-07,-0.149221300775158,0.0852822584813501,-0.224856804179052,0.00899988835744158,0.0358347304462685,0.68102648825921,-0.0511876233890804,0.556952854518297,0.0664014880281597,0.44588490973753,0.109094674511607,0.209558748084257,-0.0376726936864971,0.665624526241169,0.0519509917725082,0.55107842935475,-0.165770451740324,0.0555920756388628,0.114433696694371,0.187977793611165,0.0797786745368162,0.359501949319705,-0.0582633650280072,0.503688823264625,-0.018188445420157,0.834767384353419,-0.0400784683570645,0.645674053805091,-0.0190044393881479,0.827467334067143
"MMT00024851","MMT00024851","Pdgfrb",18596,"magenta",0.30797847360099,0.000294477814383315,0.732231427763822,8.98557019471225e-24,0.436235999798011,1.37273669213317e-07,0.144946635022297,0.0947225145928854,0.50542763722408,4.70875775975899e-10,-0.0563564053131616,0.517777559221951,0.263669307021737,0.00208212565208752,-0.126356014951747,0.145721582212497,0.19253215676136,0.0258314926919223,0.110795772984564,0.202498398934772,-0.175826725885804,0.042140202333062,0.252724452861241,0.00321841695038205,-0.146047903917082,0.0922147233153627,-0.17635080954363,0.0415212725688247,-0.423137670736013,3.51261361783503e-07,-0.0789869590338997,0.364305040871854,-0.394135635501168,2.45446959255629e-06,-0.0960320884638514,0.269684073270115,-0.179912493307151,0.037513496405688,0.315819695412144,0.000201420221006682
"MMT00079723","MMT00079723","Fkhl18",14239,"magenta",0.306379862031069,0.000317778729377315,0.614400156724631,2.89039987320739e-15,0.418239914572026,4.94126356599352e-07,0.0831821968565441,0.339304838637539,0.567123806216665,9.065375961759e-13,-0.0914625204089936,0.293239788592275,0.250741127743758,0.00347594017668653,-0.203509001041049,0.0183512803508821,0.071329499259755,0.4127824793217,0.0559004126255338,0.521176070166227,-0.192068670439364,0.0261977232389039,0.27217437763229,0.0014655913795956,-0.12076125636197,0.164556728014498,-0.124306151526752,0.152423520583686,-0.319812738944649,0.000165327289872647,-0.0851774470214818,0.327806095271592,-0.354098909404683,2.69980465720919e-05,-0.097520200678919,0.262298027749493,-0.249993046974018,0.00357779117353733,0.282920284794932,0.000925326216822971
"MMT00013122","MMT00013122","Nbea",26422,"magenta",0.306062175810238,0.000322607799249831,0.631116229896649,2.98310277283808e-16,0.493732295640125,1.34554818882367e-09,0.246731763314956,0.00405387909444314,0.486082279067245,2.61823901119231e-09,-0.186136439191116,0.0312908563283645,-0.285065692669466,0.00084229715816469,-0.0425289023660273,0.625609173162117,-0.156679795281113,0.0706235279550547,0.0321004354313711,0.712721845591414,0.101779121588021,0.241927685753745,-0.038524053613118,0.658536711611633,0.0977151756721186,0.261340630769324,-0.127325947131687,0.142629244914202,0.249412042381586,0.00365873779603202,0.0258266727308792,0.767066756308726,-0.0304153870336574,0.727190097909897,0.0838712757322753,0.335305055868464,-0.0334677544670893,0.701056068829026,-0.0419787213928889,0.630091098367419
"MMT00033268","MMT00033268","Prss11",56213,"magenta",0.305438772919037,0.00033228192171138,0.598456854198454,2.23231755562078e-14,0.363299708597019,1.59993952719899e-05,0.139595703525467,0.107685243759086,0.51449768991198,2.02869760875082e-10,-0.258216726843019,0.00259251682812765,-0.0718735153633859,0.409218630384378,0.139864551199094,0.107002434648437,0.240705642316875,0.00508532022820267,0.0765727884485399,0.379194285274111,0.038269970930322,0.660648885428771,-0.107404713420066,0.216745661188242,0.0680455162407117,0.434678809068363,-0.170779234544083,0.0485057916891187,-0.141817647266684,0.102143343347393,-0.0363487449809064,0.676705493329015,-0.149420844100541,0.084860659281876,0.00894887163811607,0.918262803201554,0.0890646888810622,0.306130721679984,0.00381556706099029,0.965099903856692
